Q6GZX4 001R_FRG3G
Q0UJ25 CSM3_PHANO
A5DDH8 CSM3_PICGU
A3LW29 CSM3_PICST
A0A0A7HIF0 CSM3_STRTR
Q6C656 CSM3_YARLI
Q04659 CSM3_YEAST
E6LHV4 CSM4_ENTI1
Q59062 CSM4_METJA
P9WJF6 CSM4_MYCTO
P9WJF7 CSM4_MYCTU
A0A0A7HGA1 CSM4_STRTR
B6YWC1 CSM4_THEON
Q08955 CSM4_YEAST
E6LHV3 CSM5_ENTI1
Q59061 CSM5_METJA
P9WJF4 CSM5_MYCTO
P9WJF5 CSM5_MYCTU
A0A0A7HF79 CSM5_STRTR
A0A0A7HIX6 CSM6A_STRTR
A0A0A7HFE6 CSM6B_STRTR
E6LHV2 CSM6_ENTI1
P71635 CSM6_MYCTU
Q53W17 CSM6_THET8
P09928 CSMA_CHLAA
P15525 CSMA_CHLPH
P0A314 CSMA_CHLTE
P15524 CSMA_CHLTI
P15527 CSMA_PELLU
P15528 CSMA_PROA2
P0A315 CSMA_PROVB
Q46383 CSMB_CHLTE
P15523 CSMB_CHLTI
P15526 CSMB_PELLU
Q46473 CSMB_PROVB
Q46367 CSMC_CHLTE
Q46466 CSMC_PROVB
Q96PZ7 CSMD1_HUMAN
Q923L3 CSMD1_MOUSE
Q7Z408 CSMD2_HUMAN
Q7Z407 CSMD3_HUMAN
Q80T79 CSMD3_MOUSE
Q46386 CSME_CHLTE
O68986 CSMF_CHLTE
O68988 CSMI_CHLTE
O68983 CSMJ_CHLTE
Q1ECT8 CSMT1_BOVIN
Q4G0I0 CSMT1_HUMAN
Q6RUT7 CSMT1_MOUSE
Q5RFR4 CSMT1_PONAB
A8WGU8 CSMT1_XENTR
Q75AS3 CSN10_ASHGO
Q6FVG5 CSN10_CANGA
Q6CXL5 CSN10_KLULA
Q12348 CSN10_YEAST
Q75CD6 CSN11_ASHGO
Q6FIP7 CSN11_CANGA
Q6CU48 CSN11_KLULA
P40512 CSN11_YEAST
Q75BU2 CSN12_ASHGO
Q4WJX0 CSN12_ASPFU
Q6FJ48 CSN12_CANGA
P0CR49 CSN12_CRYNB
P0CR48 CSN12_CRYNJ
Q6BGR7 CSN12_DEBHA
Q4IMN9 CSN12_GIBZE
Q6CPB1 CSN12_KLULA
Q7SD63 CSN12_NEUCR
O13873 CSN12_SCHPO
Q4P8T5 CSN12_USTMA
Q6C1L4 CSN12_YARLI
P47130 CSN12_YEAST
P45432 CSN1_ARATH
P68352 CSN1_BRAOL
Q9GS00 CSN1_CAEEL
Q54QX3 CSN1_DICDI
Q9VVU5 CSN1_DROME
Q5BD89 CSN1_EMENI
Q13098 CSN1_HUMAN
Q99LD4 CSN1_MOUSE
Q7RXQ1 CSN1_NEUCR
P97834 CSN1_RAT
O94308 CSN1_SCHPO
Q6NRT5 CSN1_XENLA
Q8W207 CSN2_ARATH
P68353 CSN2_BRAOL
O01422 CSN2_CAEEL
Q6IQT4 CSN2_DANRE
Q54HL6 CSN2_DICDI
Q94899 CSN2_DROME
Q5B3U7 CSN2_EMENI
C7UDU4 CSN2_ENTFL
P61201 CSN2_HUMAN
P61202 CSN2_MOUSE
Q7SI58 CSN2_NEUCR
P61203 CSN2_RAT
Q9HFR0 CSN2_SCHPO
E7S4M0 CSN2_STRA8
Q99ZV9 CSN2_STRP1
G3ECR4 CSN2_STRTR
Q6IR75 CSN2_XENLA
Q8W575 CSN3_ARATH
A6H7B5 CSN3_BOVIN
P68358 CSN3_BRAOL
Q9N425 CSN3_CAEEL
Q5ZJF1 CSN3_CHICK
Q6P2U9 CSN3_DANRE
Q54E53 CSN3_DICDI
Q8SYG2 CSN3_DROME
Q5B0Y2 CSN3_EMENI
Q9UNS2 CSN3_HUMAN
Q4R898 CSN3_MACFA
O88543 CSN3_MOUSE
Q7S7G7 CSN3_NEUCR
Q5RFS2 CSN3_PONAB
Q68FW9 CSN3_RAT
Q9UT51 CSN3_SCHPO
Q7ZTN8 CSN3_XENLA
Q28IV6 CSN3_XENTR
Q8L5U0 CSN4_ARATH
Q3SZA0 CSN4_BOVIN
P68359 CSN4_BRAOL
Q9N359 CSN4_CAEEL
Q6P0H6 CSN4_DANRE
Q54B82 CSN4_DICDI
Q9V345 CSN4_DROME
Q9C467 CSN4_EMENI
Q9BT78 CSN4_HUMAN
Q4R5E6 CSN4_MACFA
O88544 CSN4_MOUSE
Q7S0P8 CSN4_NEUCR
A7Y521 CSN4_PIG
Q5R648 CSN4_PONAB
Q68FS2 CSN4_RAT
O13895 CSN4_SCHPO
Q8LAZ7 CSN5A_ARATH
P68354 CSN5A_BRAOL
Q9FVU9 CSN5B_ARATH
P68355 CSN5B_BRAOL
Q75E19 CSN5_ASHGO
Q4WZP2 CSN5_ASPFU
P91001 CSN5_CAEEL
Q59PG6 CSN5_CANAL
Q6FT36 CSN5_CANGA
P0CQ25 CSN5_CRYNB
P0CQ24 CSN5_CRYNJ
Q6PC30 CSN5_DANRE
Q6BMQ3 CSN5_DEBHA
Q54PF3 CSN5_DICDI
Q9XZ58 CSN5_DROME
Q5BBF1 CSN5_EMENI
Q4IJM4 CSN5_GIBZE
Q92905 CSN5_HUMAN
Q6CRJ8 CSN5_KLULA
O35864 CSN5_MOUSE
Q7RXX8 CSN5_NEUCR
Q8H936 CSN5_ORYSJ
O94454 CSN5_SCHPO
Q4P804 CSN5_USTMA
Q6GLM9 CSN5_XENLA
Q6P635 CSN5_XENTR
Q6C703 CSN5_YARLI
B3LH96 CSN5_YEAS1
A6ZXB7 CSN5_YEAS7
Q12468 CSN5_YEAST
Q8W206 CSN6A_ARATH
P68356 CSN6A_BRAOL
Q8W1P0 CSN6B_ARATH
P68357 CSN6B_BRAOL
A6QQ21 CSN6_BOVIN
Q95PZ0 CSN6_CAEEL
Q54C92 CSN6_DICDI
Q9VCY3 CSN6_DROME
Q5BB47 CSN6_EMENI
Q7L5N1 CSN6_HUMAN
O88545 CSN6_MOUSE
Q7S8C8 CSN6_NEUCR
Q6ZKM2 CSN6_ORYSJ
A7TX81 CSN6_PIG
Q5REY0 CSN6_PONAB
Q6NUC2 CSN6_XENLA
Q07G98 CSN6_XENTR
Q9UBW8 CSN7A_HUMAN
Q9CZ04 CSN7A_MOUSE
Q7SGS1 CSN7A_NEUCR
Q5R762 CSN7A_PONAB
Q2KI56 CSN7B_BOVIN
Q9H9Q2 CSN7B_HUMAN
Q8BV13 CSN7B_MOUSE
Q94JU3 CSN7_ARATH
P68395 CSN7_BRAOL
Q55BD5 CSN7_DICDI
Q9V4S8 CSN7_DROME
Q00648 CSN7_EMENI
Q9UUJ7 CSN7_SCHPO
P43255 CSN8_ARATH
P68396 CSN8_BRAOL
Q7ZUZ0 CSN8_DANRE
Q75K24 CSN8_DICDI
Q7KTH8 CSN8_DROME
P0C624 CSN8_EMENI
Q99627 CSN8_HUMAN
Q8VBV7 CSN8_MOUSE
Q5RF54 CSN8_PONAB
Q6P4Z9 CSN8_RAT
Q6GQA6 CSN8_XENLA
Q6P637 CSN8_XENTR
Q750S5 CSN9_ASHGO
Q32PD7 CSN9_BOVIN
Q6FU69 CSN9_CANGA
Q6P6E6 CSN9_DANRE
Q7JVR7 CSN9_DROME
Q8WXC6 CSN9_HUMAN
Q6CQC6 CSN9_KLULA
Q3U898 CSN9_MOUSE
A1L3P1 CSN9_XENLA
Q6DDA3 CSN9_XENTR
Q03981 CSN9_YEAST
Q2U1H5 CSNB_ASPOR
Q8NK76 CSNB_ASPOZ
Q2U5P1 CSNC_ASPOR
Q75R32 CSNC_ASPOZ
Q875I9 CSN_ASPFM
Q4WB37 CSN_ASPFU
Q2U3M5 CSN_ASPOR
Q9P961 CSN_ASPOZ
P0ABW8 CSOA2_ECOLX
P0ABW7 CSOA_ECOLX
P45689 CSOA_HALNC
P25731 CSOB_ECOLX
P45690 CSOB_HALNC
P45688 CSOC_HALNC
O32222 CSOR_BACSU
Q7U0Y5 CSOR_MYCBO
A1KHA2 CSOR_MYCBP
A1QQ42 CSOR_MYCTF
P9WP48 CSOR_MYCTO
P9WP49 CSOR_MYCTU
A0PLB8 CSOR_MYCUA
O65639 CSP1_ARATH
G5EBM1 CSP1_CAEEL
P0C1D6 CSP1_CORGL
P0C1D7 CSP1_CORML
P71478 CSP1_LACPL
P60242 CSP1_STREE
O33672 CSP1_STRMT
P60243 CSP1_STRR6
Q41188 CSP2_ARATH
Q9TZP5 CSP2_CAEEL
P96349 CSP2_LACPL
O33666 CSP2_STRM6
O33690 CSP2_STROR
P72507 CSP2_STRPN
P53707 CSP37_CANAX
Q94C69 CSP3_ARATH
G5ECW5 CSP3_CAEEL
O33668 CSP3_STRMT
Q38896 CSP4_ARATH
O33675 CSP4_STRMT
Q01761 CSP7_STRCL
Q44078 CSPA_AERHY
Q44317 CSPA_AERSA
Q81TW8 CSPA_BACAN
Q45096 CSPA_BACCE
Q81GQ6 CSPA_BACCR
P0A353 CSPA_BORBR
P0A354 CSPA_BORPA
P0A352 CSPA_BORPE
Q46051 CSPA_CITFR
P0A9Y1 CSPA_ECO57
P0A9Y0 CSPA_ECOL6
P0A9X9 CSPA_ECOLI
Q46664 CSPA_KLEAK
Q48493 CSPA_KLEPN
P0A356 CSPA_LISIN
P0A355 CSPA_LISMO
O30875 CSPA_MICLC
P63849 CSPA_MYCBO
A0R5E1 CSPA_MYCS2
P9WP74 CSPA_MYCTO
P9WP75 CSPA_MYCTU
Q51929 CSPA_PHOLD
Q52287 CSPA_PHOPO
P95459 CSPA_PSEAE
Q9Z3S6 CSPA_RHIME
Q1RHK6 CSPA_RICBR
Q92GV1 CSPA_RICCN
Q4UMU5 CSPA_RICFE
Q9ZCP9 CSPA_RICPR
Q68W69 CSPA_RICTY
P0A9Y5 CSPA_SALEN
P0A9Y3 CSPA_SALTI
P0A9Y2 CSPA_SALTY
Q56178 CSPA_SALVI
Q9S1B7 CSPA_SHEVD
Q53816 CSPA_SHIBO
P0A9Y4 CSPA_SHIFL
Q2FH36 CSPA_STAA3
Q2FYN2 CSPA_STAA8
Q2YY16 CSPA_STAAB
Q5HG18 CSPA_STAAC
Q7A2R8 CSPA_STAAM
Q7A5P3 CSPA_STAAN
Q6GH06 CSPA_STAAR
Q6G9F9 CSPA_STAAS
Q7A0X3 CSPA_STAAW
Q5HPE0 CSPA_STAEQ
Q8CP90 CSPA_STAES
Q4L6A7 CSPA_STAHJ
Q49XK3 CSPA_STAS1
P72366 CSPA_STIAD
Q53984 CSPA_STRDY
P0C0F1 CSPA_STRP1
P0DA48 CSPA_STRP3
Q5X9L4 CSPA_STRP6
P0A361 CSPA_STRP8
P0DA49 CSPA_STRPQ
P0C0F0 CSPA_STRPY
Q9KN00 CSPA_VIBCH
Q56922 CSPA_YEREN
Q45097 CSPB_BACCE
P41016 CSPB_BACCL
P32081 CSPB_BACSU
P36995 CSPB_ECOLI
P42016 CSPB_GEOSE
P0A358 CSPB_LISIN
P0A357 CSPB_LISMO
P41018 CSPB_SPOGL
P0A363 CSPB_YEREN
P0A362 CSPB_YERPE
P62169 CSPC_BACAN
P62170 CSPC_BACCE
P62171 CSPC_BACCR
P39158 CSPC_BACSU
P57407 CSPC_BUCAI
P0A9Y8 CSPC_ECO57
P0A9Y7 CSPC_ECOL6
P0A9Y6 CSPC_ECOLI
E0J500 CSPC_ECOLW
P0A9Z0 CSPC_SALTI
P0A9Y9 CSPC_SALTY
Q83RI9 CSPC_SHIFL
Q81K90 CSPD_BACAN
Q45099 CSPD_BACCE
Q816H3 CSPD_BACCR
P51777 CSPD_BACSU
P0A970 CSPD_ECO57
P0A969 CSPD_ECOL6
P0A968 CSPD_ECOLI
P46449 CSPD_HAEIN
P0A971 CSPD_SHIFL
Q9KSW4 CSPD_VIBCH
Q81QK2 CSPE_BACAN
Q45100 CSPE_BACCE
Q81DK5 CSPE_BACCR
P63237 CSPE_BUCAI
P63238 CSPE_BUCAP
Q89A90 CSPE_BUCBP
P0A974 CSPE_ECO57
P0A973 CSPE_ECOL6
P0A972 CSPE_ECOLI
E0J1Q3 CSPE_ECOLW
P0A975 CSPE_SHIFL
P0A977 CSPF_ECOL6
P0A976 CSPF_ECOLI
P48859 CSPF_STRCO
P81282 CSPG2_BOVIN
Q90953 CSPG2_CHICK
P13611 CSPG2_HUMAN
Q28858 CSPG2_MACNE
Q62059 CSPG2_MOUSE
Q9ERB4 CSPG2_RAT
Q6UVK1 CSPG4_HUMAN
Q8VHY0 CSPG4_MOUSE
Q00657 CSPG4_RAT
Q9DF69 CSPG5_CHICK
O95196 CSPG5_HUMAN
Q71M36 CSPG5_MOUSE
Q9ERQ6 CSPG5_RAT
P0A980 CSPG_ECO57
P0A979 CSPG_ECOL6
P0A978 CSPG_ECOLI
Q9S170 CSPG_SHEVD
P0A981 CSPG_SHIFL
P0A984 CSPH_ECO57
P0A983 CSPH_ECOL6
P0A982 CSPH_ECOLI
P0A1E0 CSPH_SALTI
P0A1D9 CSPH_SALTY
P0A985 CSPH_SHIFL
P0A987 CSPI_ECOL6
P0A986 CSPI_ECOLI
P58726 CSPJ_SALTI
E1WGN1 CSPJ_SALTS
P0CL01 CSPJ_SALTY
Q9LR57 CSPL1_ARATH
D2KQI6 CSPL1_BETVM
P0DI68 CSPL1_BRADI
P0DI72 CSPL1_CHLAT
E4MWF4 CSPL1_EUTHA
P0DI69 CSPL1_GINBI
Q8W4Z5 CSPL1_GOSHI
F2E5T1 CSPL1_HORVV
A2PZE5 CSPL1_IPONI
P0DH82 CSPL1_MARPO
C1EI34 CSPL1_MICCC
C1N652 CSPL1_MICPC
Q1EPG7 CSPL1_MUSAC
P0DI20 CSPL1_OSMLA
A4S8B7 CSPL1_OSTLU
Q00U99 CSPL1_OSTTA
Q20BM9 CSPL1_PANGI
A9TKY8 CSPL1_PHYPA
A9NQL1 CSPL1_PICSI
P0DI64 CSPL1_PINCO
P0DI22 CSPL1_PTEAA
D8T2C0 CSPL1_SELML
C5YHP6 CSPL1_SORBI
P0DI29 CSPL1_TRIPD
A7QC16 CSPL1_VITVI
P0DH84 CSPL2_ADICA
D7MUY4 CSPL2_ARALL
Q9XI72 CSPL2_ARATH
P0DI73 CSPL2_CHLAT
P0DI70 CSPL2_GINBI
Q5K4H9 CSPL2_GOSHI
F2D276 CSPL2_HORVV
P0DI58 CSPL2_LOTJA
B6TUH4 CSPL2_MAIZE
P0DH83 CSPL2_MARPO
Q1EPG6 CSPL2_MUSAC
P0DI21 CSPL2_OSMLA
A9SEY7 CSPL2_PHYPA
A9NTU2 CSPL2_PICSI
B9IK21 CSPL2_POPTR
P0DI23 CSPL2_PTEAA
B9RZ92 CSPL2_RICCO
D8T829 CSPL2_SELML
C5XIF2 CSPL2_SORBI
A7PJ32 CSPL2_VITVI
D7LIK3 CSPL3_ARALL
Q8VZQ3 CSPL3_ARATH
P0DI71 CSPL3_GINBI
F2E2E4 CSPL3_HORVV
B6U361 CSPL3_MAIZE
A2YXI1 CSPL3_ORYSI
Q6Z1G3 CSPL3_ORYSJ
P0DJI7 CSPL3_OSMLA
A9STS7 CSPL3_PHYPA
D5A972 CSPL3_PICSI
B9I3X5 CSPL3_POPTR
P0DI24 CSPL3_PTEAA
D8ST12 CSPL3_SELML
C5WNF5 CSPL3_SORBI
C6SZ04 CSPL3_SOYBN
A7P0P3 CSPL3_VITVI
D7MFW5 CSPL4_ARALL
Q3ECT8 CSPL4_ARATH
F2EL82 CSPL4_HORVV
B4FAP1 CSPL4_MAIZE
Q84NQ7 CSPL4_ORYSJ
A9TZ63 CSPL4_PHYPA
D5A8E6 CSPL4_PICSI
B9N5U6 CSPL4_POPTR
P0DI25 CSPL4_PTEAA
B9SR15 CSPL4_RICCO
D8SJ65 CSPL4_SELML
C5WUP3 CSPL4_SORBI
C6T2J5 CSPL4_SOYBN
A7PHN8 CSPL4_VITVI
D7MGK0 CSPL5_ARALL
Q1PFB8 CSPL5_ARATH
B6SZU6 CSPL5_MAIZE
A2ZMM4 CSPL5_ORYSI
A9SHQ9 CSPL5_PHYPA
A9P0A6 CSPL5_PICSI
B9GIE4 CSPL5_POPTR
P0DI26 CSPL5_PTEAA
B9RT03 CSPL5_RICCO
D8QNV6 CSPL5_SELML
C5X4A5 CSPL5_SORBI
C6SZP8 CSPL5_SOYBN
A7NW78 CSPL5_VITVI
D7MAF7 CSPL6_ARALL
Q9SKN3 CSPL6_ARATH
B4FBQ7 CSPL6_MAIZE
B8BMY7 CSPL6_ORYSI
Q0ILZ7 CSPL6_ORYSJ
A9SU70 CSPL6_PHYPA
A9P1V1 CSPL6_PICSI
B9H2V1 CSPL6_POPTR
P0DI27 CSPL6_PTEAA
B9RW00 CSPL6_RICCO
P0DH61 CSPL6_SELML
C5XKI6 CSPL6_SORBI
C6TBD0 CSPL6_SOYBN
A7PA04 CSPL6_VITVI
D7M9V1 CSPL7_ARALL
Q8L924 CSPL7_ARATH
B6SR79 CSPL7_MAIZE
A2WMK7 CSPL7_ORYSI
Q6YT98 CSPL7_ORYSJ
A9S848 CSPL7_PHYPA
A9NN43 CSPL7_PICSI
B9HMP6 CSPL7_POPTR
P0DI28 CSPL7_PTEAA
B9SV84 CSPL7_RICCO
P0DH63 CSPL7_SELML
C5XEK4 CSPL7_SORBI
C6SVQ5 CSPL7_SOYBN
A7NW79 CSPL7_VITVI
D7L342 CSPL8_ARALL
Q84WP5 CSPL8_ARATH
B6TGJ8 CSPL8_MAIZE
A2WMK1 CSPL8_ORYSI
Q9ARX2 CSPL8_ORYSJ
A9T836 CSPL8_PHYPA
A9NMM6 CSPL8_PICSI
B9GHX8 CSPL8_POPTR
B9RA90 CSPL8_RICCO
P0DH65 CSPL8_SELML
C5XTX2 CSPL8_SORBI
C6SXZ3 CSPL8_SOYBN
A7PTY8 CSPL8_VITVI
D7MAF6 CSPL9_ARALL
Q6NPF8 CSPL9_ARATH
B6U8R7 CSPL9_MAIZE
A2X2I0 CSPL9_ORYSI
Q6YW53 CSPL9_ORYSJ
A9STU1 CSPL9_PHYPA
B8LQF9 CSPL9_PICSI
B9N3F4 CSPL9_POPTR
B9RT04 CSPL9_RICCO
P0DH67 CSPL9_SELML
C5XW97 CSPL9_SORBI
C6TG62 CSPL9_SOYBN
A7Q6G6 CSPL9_VITVI
D7MAF5 CSPLA_ARALL
Q8LE26 CSPLA_ARATH
B6SZA7 CSPLA_MAIZE
B8ARW3 CSPLA_ORYSI
Q0JEF7 CSPLA_ORYSJ
A9S1T8 CSPLA_PHYPA
A9NYX5 CSPLA_PICSI
B9I0G0 CSPLA_POPTR
B9RH17 CSPLA_RICCO
D8R814 CSPLA_SELML
C5XY39 CSPLA_SORBI
C6TCJ2 CSPLA_SOYBN
A7QBZ2 CSPLA_VITVI
D7KFC7 CSPLB_ARALL
Q56X75 CSPLB_ARATH
B6TUB4 CSPLB_MAIZE
B8A7Z5 CSPLB_ORYSI
Q9LI17 CSPLB_ORYSJ
A9SB31 CSPLB_PHYPA
D5ACW4 CSPLB_PICSI
B9I0U9 CSPLB_POPTR
B9SA89 CSPLB_RICCO
D8QQW9 CSPLB_SELML
C5Y376 CSPLB_SORBI
C6SYW3 CSPLB_SOYBN
A7R333 CSPLB_VITVI
D7MFJ8 CSPLC_ARALL
Q8GWD5 CSPLC_ARATH
B6TUW9 CSPLC_MAIZE
B8A927 CSPLC_ORYSI
Q5JM57 CSPLC_ORYSJ
A9RJH1 CSPLC_PHYPA
B9HTL5 CSPLC_POPTR
B9SV63 CSPLC_RICCO
D8R354 CSPLC_SELML
C5Y494 CSPLC_SORBI
C6T1Z6 CSPLC_SOYBN
A7R385 CSPLC_VITVI
D7L5G6 CSPLD_ARALL
Q9SQU2 CSPLD_ARATH
B6U769 CSPLD_MAIZE
Q67W83 CSPLD_ORYSJ
A9RZ57 CSPLD_PHYPA
B9HMP5 CSPLD_POPTR
B9T3K6 CSPLD_RICCO
D8TC76 CSPLD_SELML
C5Y7C6 CSPLD_SORBI
A7P756 CSPLD_VITVI
D7KCH2 CSPLE_ARALL
Q9LUL1 CSPLE_ARATH
C4JAF2 CSPLE_MAIZE
Q0IN16 CSPLE_ORYSJ
A9SG36 CSPLE_PHYPA
B9HD38 CSPLE_POPTR
B9SXY8 CSPLE_RICCO
D8S6A8 CSPLE_SELML
C5Y7C7 CSPLE_SORBI
D7M2M8 CSPLF_ARALL
Q3EB59 CSPLF_ARATH
B6TWJ1 CSPLF_MAIZE
Q2R0D2 CSPLF_ORYSJ
A9RKK4 CSPLF_PHYPA
B9GFG6 CSPLF_POPTR
B9RQG7 CSPLF_RICCO
D8ST13 CSPLF_SELML
C5Y7C8 CSPLF_SORBI
D7MM00 CSPLG_ARALL
Q8L7R5 CSPLG_ARATH
B6UBY6 CSPLG_MAIZE
Q5W6M3 CSPLG_ORYSJ
A9RLK6 CSPLG_PHYPA
B9IM09 CSPLG_POPTR
C5YDQ9 CSPLG_SORBI
D7LBN4 CSPLH_ARALL
P0CB17 CSPLH_ARATH
B6U300 CSPLH_MAIZE
B9F6Z0 CSPLH_ORYSJ
B9IFI5 CSPLH_POPTR
D8QNI1 CSPLH_SELML
D7LIR2 CSPLI_ARALL
Q945M8 CSPLI_ARATH
B6T990 CSPLI_MAIZE
Q2R0D4 CSPLI_ORYSJ
B9HTK2 CSPLI_POPTR
D8S069 CSPLI_SELML
D7MMW4 CSPLJ_ARALL
Q9M2U0 CSPLJ_ARATH
B6TM88 CSPLJ_MAIZE
Q2R2T4 CSPLJ_ORYSJ
B9IH36 CSPLJ_POPTR
D8RQM9 CSPLJ_SELML
C5YP66 CSPLJ_SORBI
D7LD60 CSPLK_ARALL
Q9ZT81 CSPLK_ARATH
B4FNS3 CSPLK_MAIZE
Q2R0D1 CSPLK_ORYSJ
B9N2D0 CSPLK_POPTR
D8S072 CSPLK_SELML
C5YRU8 CSPLK_SORBI
D7LD59 CSPLL_ARALL
Q3EA54 CSPLL_ARATH
P0DI65 CSPLL_MAIZE
Q10QH3 CSPLL_ORYSJ
B9NBE5 CSPLL_POPTR
C5YVA2 CSPLL_SORBI
D7KXP8 CSPLM_ARALL
Q9FE29 CSPLM_ARATH
P0DI66 CSPLM_MAIZE
Q6ETN2 CSPLM_ORYSJ
B9HMF8 CSPLM_POPTR
C5Z782 CSPLM_SORBI
D7LTJ4 CSPLN_ARALL
O23413 CSPLN_ARATH
B6TAX2 CSPLN_MAIZE
Q10MR5 CSPLN_ORYSJ
B9GGL4 CSPLN_POPTR
Q8L8Z1 CSPLO_ARATH
P0DI67 CSPLO_MAIZE
A3A2W2 CSPLO_ORYSJ
B9GXD6 CSPLO_POPTR
Q8L9B5 CSPLP_ARATH
Q2QNE3 CSPLP_ORYSJ
Q9SUP0 CSPLQ_ARATH
B8BD96 CSPLQ_ORYSI
Q6K478 CSPLQ_ORYSJ
Q9M0L3 CSPLR_ARATH
B8AC36 CSPLR_ORYSI
Q5N794 CSPLR_ORYSJ
Q8L8U9 CSPLS_ARATH
B8AYU8 CSPLS_ORYSI
Q0DHM7 CSPLS_ORYSJ
Q66GI1 CSPLT_ARATH
A2Z669 CSPLT_ORYSI
Q339M6 CSPLT_ORYSJ
Q9LZM5 CSPLU_ARATH
B8BPI2 CSPLU_ORYSI
Q10EJ2 CSPLU_ORYSJ
Q9FNE8 CSPLV_ARATH
Q10Q78 CSPLV_ORYSJ
Q9FI10 CSPLW_ARATH
Q9FFT2 CSPLX_ARATH
Q501G6 CSPLY_ARATH
A4KXL9 CSPL_HVAVE
Q06VK9 CSPL_TNAVC
Q1MSJ5 CSPP1_HUMAN
B2RX88 CSPP1_MOUSE
Q99388 CSPRS_MOUSE
P81622 CSPS_STRTR
Q9KL16 CSPV_VIBCH
O67327 CSP_AQUAE
P54584 CSP_ARTGO
P23093 CSP_PLABA
P06915 CSP_PLABE
P14593 CSP_PLABR
P08672 CSP_PLACB
P08673 CSP_PLACC
P08674 CSP_PLACG
P08675 CSP_PLACL
P08676 CSP_PLACM
P02893 CSP_PLAFA
P05691 CSP_PLAFL
P19597 CSP_PLAFO
P13814 CSP_PLAFT
P08307 CSP_PLAFW
P02894 CSP_PLAKH
P04922 CSP_PLAKU
P13815 CSP_PLAMA
P26694 CSP_PLARE
Q03110 CSP_PLASI
P08677 CSP_PLAVB
P13826 CSP_PLAVS
P06914 CSP_PLAYO
O33689 CSP_STROR
O54310 CSP_THEMA
P32144 CSQR_ECOLI
Q757H2 CSR1_ASHGO
Q06705 CSR1_YEAST
Q9H8E8 CSR2B_HUMAN
Q8CID0 CSR2B_MOUSE
Q12734 CSR2_YEAST
Q83FB6 CSRA1_COXBU
P0DPC3 CSRA1_PSEPH
Q886F0 CSRA1_PSESM
Q83CQ8 CSRA2_COXBU
P69920 CSRA2_PSEPH
P69921 CSRA2_PSESM
Q87Z65 CSRA3_PSESM
Q6FCT4 CSRA_ACIAD
B7GWX6 CSRA_ACIB3
B7I9N8 CSRA_ACIB5
B2HWK5 CSRA_ACIBC
B0VL27 CSRA_ACIBS
A3M3S7 CSRA_ACIBT
B0VAI5 CSRA_ACIBY
A3N017 CSRA_ACTP2
B3H176 CSRA_ACTP7
B0BNS7 CSRA_ACTPJ
A6VKD5 CSRA_ACTSZ
A0KPF9 CSRA_AERHH
A4SSA1 CSRA_AERS4
C4Z9R8 CSRA_AGARV
Q0VNK4 CSRA_ALCBS
Q5E7G3 CSRA_ALIF1
B5FAD3 CSRA_ALIFM
B6ENI1 CSRA_ALISL
Q0A8K9 CSRA_ALKEH
A6TL88 CSRA_ALKMQ
A8MJP4 CSRA_ALKOO
B4RUJ5 CSRA_ALTMD
B7GKZ6 CSRA_ANOFW
Q9K6V8 CSRA_BACHD
Q65EB7 CSRA_BACLD
A8FHX3 CSRA_BACP2
Q5WDF0 CSRA_BACSK
P33911 CSRA_BACSU
A7Z9A6 CSRA_BACVZ
Q1LTQ5 CSRA_BAUCH
Q7VQG2 CSRA_BLOFL
Q493M5 CSRA_BLOPB
Q0SNY0 CSRA_BORAP
Q662I0 CSRA_BORBP
O51202 CSRA_BORBU
B7J1B7 CSRA_BORBZ
B5RL10 CSRA_BORDL
B2RZP5 CSRA_BORHD
A9IE54 CSRA_BORPD
B5RR03 CSRA_BORRA
A1QYX9 CSRA_BORT9
C0QVU4 CSRA_BRAHW
C0Z6W4 CSRA_BREBN
B8D9I7 CSRA_BUCA5
P57484 CSRA_BUCAI
Q8K9E6 CSRA_BUCAP
B8D7T9 CSRA_BUCAT
P59498 CSRA_BUCBP
Q057H7 CSRA_BUCCC
B9MKA5 CSRA_CALBD
P0DPD4 CSRA_CAMJ8
Q0P9F1 CSRA_CAMJE
B3PCZ8 CSRA_CELJU
Q1QZW9 CSRA_CHRSD
A8ANQ0 CSRA_CITK8
Q97H06 CSRA_CLOAB
A7FWY7 CSRA_CLOB1
C3L206 CSRA_CLOB6
A6M1C5 CSRA_CLOB8
B2V1Z8 CSRA_CLOBA
B2TLR7 CSRA_CLOBB
A5I5H1 CSRA_CLOBH
C1FUD5 CSRA_CLOBJ
B1IK65 CSRA_CLOBK
A7GGV5 CSRA_CLOBL
B1KYF3 CSRA_CLOBM
Q18CX3 CSRA_CLOD6
B9E332 CSRA_CLOK1
A5MZ33 CSRA_CLOK5
A0PZZ6 CSRA_CLONN
Q487H4 CSRA_COLP3
A7MJ32 CSRA_CROS8
C6C0E9 CSRA_DESAD
Q30WK2 CSRA_DESAG
C0QA34 CSRA_DESAH
B8FK13 CSRA_DESAL
B8J2X6 CSRA_DESDA
B8FTV6 CSRA_DESHD
Q24T29 CSRA_DESHY
C4XIS1 CSRA_DESMR
Q6AJR0 CSRA_DESPS
A4J774 CSRA_DESRM
Q72EP8 CSRA_DESVH
B8DQY7 CSRA_DESVM
A1VG70 CSRA_DESVV
A5EWA3 CSRA_DICNV
